created_at,updated_at,asset_type,signal_label,signal_score_band,confidence_band,public_watch_tier,observation_bucket,status,return_1d,return_3d,return_7d,return_14d,max_favorable_excursion,max_adverse_excursion
2026-05-27 03:30:04,2026-06-10 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-1.63,2.86,7.35,-20.0,18.78,-23.27
2026-05-27 03:30:03,2026-06-10 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-3.23,-2.63,-12.71,-21.29,0.98,-27.51
2026-05-27 03:30:03,2026-06-10 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-3.26,-2.62,-12.63,-21.2,0.91,-27.5
2026-05-27 03:30:03,2026-06-10 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-6.12,14.01,3.76,-18.74,17.97,-25.28
2026-05-27 03:30:03,2026-06-10 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-4.73,-2.96,-6.51,-24.26,2.37,-27.75
2026-05-27 03:30:02,2026-05-27 03:30:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-27 03:30:02,2026-06-10 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-1.95,2.1,0.75,-22.01,13.62,-26.35
2026-05-26 03:30:03,2026-06-09 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-2.83,-3.31,-10.75,-19.89,2.66,-27.77
2026-05-26 03:30:03,2026-06-09 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,6.02,6.68,5.54,-9.9,26.05,-20.16
2026-05-26 03:30:03,2026-06-09 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-2.91,-4.65,-9.3,-24.01,3.49,-29.01
2026-05-26 03:30:03,2026-06-09 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,0.41,0.41,11.43,-18.78,18.78,-23.27
2026-05-26 03:30:02,2026-05-26 03:30:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-26 03:30:02,2026-06-09 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-1.64,-1.34,-2.68,-22.65,13.11,-26.68
2026-05-26 03:30:02,2026-06-09 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-3.05,-3.55,-10.95,-20.11,2.48,-27.91
2026-05-25 03:30:03,2026-06-08 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-0.89,-4.01,-4.2,-19.51,2.32,-28.06
2026-05-25 03:30:03,2026-06-08 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,20.16,10.37,31.59,-0.34,38.69,-12.15
2026-05-25 03:30:03,2026-06-08 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,2.4,-3.59,2.4,-19.76,6.59,-26.89
2026-05-25 03:30:03,2026-06-08 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-1.2,-3.21,15.66,-18.88,16.87,-24.5
2026-05-25 03:30:02,2026-05-25 03:30:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-25 03:30:02,2026-06-08 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-2.36,-3.53,6.92,-21.5,11.78,-27.54
2026-05-25 03:30:02,2026-06-08 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-1.05,-4.09,-4.24,-19.79,2.21,-28.15
2026-05-24 03:30:03,2026-06-07 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,9.71,15.06,27.37,-1.85,36.79,-13.35
2026-05-24 03:30:03,2026-06-07 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,1.76,-1.76,-1.76,-21.59,4.71,-28.18
2026-05-24 03:30:03,2026-06-07 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-3.86,-5.02,8.49,-20.85,12.36,-27.41
2026-05-24 03:30:02,2026-06-07 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-2.84,-6.38,3.12,-22.55,7.66,-30.21
2026-05-24 03:30:02,2026-06-07 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-0.51,-4.66,-5.5,-24.83,0.86,-29.1
2026-05-24 03:30:02,2026-06-07 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-0.52,-4.58,-5.43,-24.8,0.89,-29.07
2026-05-24 03:30:01,2026-05-24 03:30:01,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-23 03:30:04,2026-06-06 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-3.47,-5.02,-2.7,-22.78,12.36,-24.71
2026-05-23 03:30:03,2026-06-06 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,1.45,0.19,-2.29,-24.37,3.87,-25.59
2026-05-23 03:30:03,2026-06-06 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,1.45,0.34,-2.17,-24.27,3.84,-25.52
2026-05-23 03:30:03,2026-06-06 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,2.76,23.42,37.67,-4.14,42.46,-9.76
2026-05-23 03:30:03,2026-06-06 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,0.61,3.64,-0.61,-21.33,7.88,-23.58
2026-05-23 03:30:02,2026-05-23 03:30:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-23 03:30:02,2026-06-06 03:30:06,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-0.73,-2.79,0.0,-23.75,11.29,-25.07
2026-05-22 03:30:03,2026-06-05 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-0.87,-1.11,-5.62,-19.06,0.53,-19.6
2026-05-22 03:30:03,2026-06-05 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,2.61,14.19,20.5,3.7,42.39,-5.67
2026-05-22 03:30:03,2026-06-05 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-1.73,0.0,-5.2,-18.79,2.89,-19.42
2026-05-22 03:30:03,2026-06-05 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-2.24,-7.09,-8.21,-15.67,8.58,-16.79
2026-05-22 03:30:02,2026-05-22 03:30:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-22 03:30:02,2026-06-05 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,0.99,-2.7,-5.97,-18.32,7.81,-19.03
2026-05-22 03:30:02,2026-06-05 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-0.96,-1.18,-5.79,-19.0,0.55,-19.69
2026-05-21 03:30:04,2026-06-04 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-5.23,-3.49,-6.4,-11.63,3.49,-18.02
2026-05-21 03:30:04,2026-06-04 03:30:10,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-5.2,-7.06,-10.41,-7.43,8.18,-13.38
2026-05-21 03:30:03,2026-06-04 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-2.46,-2.17,-5.35,-8.24,9.68,-13.44
2026-05-21 03:30:03,2026-06-04 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-3.69,-2.11,-6.3,-16.32,0.58,-19.94
2026-05-21 03:30:03,2026-06-04 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-3.71,-2.15,-6.27,-16.21,0.44,-19.9
2026-05-21 03:30:03,2026-06-04 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,2.06,7.48,18.57,31.51,48.99,-1.81
2026-05-21 03:30:02,2026-05-21 16:10:04,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-20 03:30:03,2026-06-03 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,0.18,0.22,0.55,0.18,1.26,-0.16
2026-05-20 03:30:03,2026-06-03 03:30:08,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,-10.0,-10.17,-5.5,-23.83,23.83,-36.17
2026-05-20 03:30:03,2026-06-03 03:30:09,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,weak_signal_watch,closed,1.0,-0.5,-6.27,-13.03,2.51,-13.28
2026-05-20 03:30:02,2026-05-21 16:10:02,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-20 03:30:02,2026-06-03 03:30:07,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,2.73,-2.73,-8.6,-8.18,20.13,-13.84
2026-05-19 03:30:02,2026-05-21 16:10:00,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-19 03:30:02,2026-06-02 03:30:06,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_d,low_priority_watch,closed,-0.74,-9.73,-19.56,-6.03,31.5,-25.16
2026-05-19 03:30:02,2026-06-02 03:30:06,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,0.01,0.03,0.06,0.04,0.15,-0.02
2026-05-19 03:30:02,2026-06-02 03:30:06,crypto,young_trend_watch,lower_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-9.2,-12.64,-19.54,-16.09,8.05,-20.69
2026-05-18 03:30:02,2026-05-21 16:09:59,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-18 03:30:02,2026-06-01 03:30:05,crypto,young_trend_watch,lower_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,0.0,0.0,1.11,4.44,4.44,-4.44
2026-05-18 03:30:02,2026-06-01 03:30:05,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,9.25,6.73,-9.02,-0.41,14.51,-16.03
2026-05-17 03:30:02,2026-05-21 16:09:59,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,open,,,,,,
2026-05-17 03:30:02,2026-05-31 03:30:05,crypto,young_trend_watch,lower_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-0.88,3.32,-0.93,-6.15,17.79,-11.52
2026-05-17 03:30:02,2026-05-31 03:30:05,crypto,young_trend_watch,lower_model_score_band,higher_confidence_band,watch_tier_c,weak_signal_watch,closed,-7.76,-14.91,-12.11,-18.94,5.28,-27.64
2026-05-16 03:36:55,2026-05-30 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-4.53,-3.78,-2.39,-16.64,6.55,-18.4
2026-05-16 03:36:55,2026-05-30 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-9.66,-0.15,19.4,22.6,76.2,-12.64
2026-05-16 03:36:54,2026-05-21 16:09:58,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,watchlist,open,,,,,,
2026-05-12 17:48:43,2026-05-26 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-6.16,-6.16,-9.98,-9.73,4.93,-13.42
2026-05-12 17:48:43,2026-05-26 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-0.41,-0.21,-2.25,-0.03,5.03,-4.85
2026-05-12 17:48:42,2026-05-26 03:30:05,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-3.53,-16.88,-18.89,-13.85,3.78,-19.14
2026-05-12 17:48:42,2026-05-26 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-9.7,-13.68,-20.28,-24.84,4.03,-27.64
2026-05-12 17:48:42,2026-05-26 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-6.96,-13.56,-18.08,-1.08,23.74,-22.31
2026-05-12 17:48:42,2026-05-26 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-15.81,-20.0,-25.84,-27.53,1.07,-29.11
2026-05-12 17:48:41,2026-05-26 03:30:04,crypto,fresh_transition_watch,medium_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,-2.83,-8.48,-16.22,-18.45,6.1,-21.58
2026-05-12 17:48:41,2026-05-21 16:09:55,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,watchlist,open,,,,,,
2026-05-12 17:48:41,2026-05-26 03:30:05,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,1.33,-0.41,6.37,83.12,85.06,-4.9
2026-05-11 15:29:41,2026-05-25 03:30:08,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-6.39,4.5,-5.75,3.28,7.46,-9.41
2026-05-11 15:29:41,2026-05-25 03:30:09,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-4.78,-8.66,-20.0,-25.67,2.69,-26.57
2026-05-11 15:29:41,2026-05-25 03:30:09,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,-4.61,-4.08,-0.89,-7.9,41.7,-11.0
2026-05-11 15:29:40,2026-05-25 03:30:07,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,1.64,-9.14,-17.7,-22.98,6.68,-24.97
2026-05-11 15:29:40,2026-05-25 03:30:07,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-1.56,-4.44,-16.69,-11.16,3.72,-21.25
2026-05-11 15:29:40,2026-05-25 03:30:08,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-1.61,-4.34,-14.29,-16.99,3.31,-18.55
2026-05-11 15:29:40,2026-05-25 03:30:08,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-4.15,-5.02,-12.66,-14.85,1.97,-17.47
2026-05-11 15:29:39,2026-05-25 03:30:06,crypto,fresh_transition_watch,medium_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,-1.33,-2.75,-11.13,-14.38,12.98,-18.65
2026-05-11 15:29:39,2026-05-25 03:30:07,crypto,fresh_transition_watch,medium_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,2.58,3.31,-11.28,-7.01,16.17,-18.62
2026-05-11 15:29:39,2026-05-25 03:30:07,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-0.57,-3.7,-8.68,-12.94,2.84,-14.37
2026-05-11 15:29:38,2026-05-25 03:30:06,crypto,fresh_transition_watch,medium_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,11.6,19.34,25.29,23.13,41.97,-2.85
2026-05-11 14:57:35,2026-05-25 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-2.15,-3.25,-9.95,-6.77,8.0,-18.22
2026-05-11 14:57:35,2026-05-25 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,12.7,26.78,-1.11,2.69,32.81,-7.04
2026-05-11 14:57:35,2026-05-25 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-2.42,-4.53,-11.18,-8.16,13.29,-13.6
2026-05-11 14:57:34,2026-05-25 03:30:05,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,low_priority_watch,closed,0.12,-0.3,-3.04,3.98,21.64,-9.32
2026-05-11 14:57:34,2026-05-25 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-2.2,-4.4,-6.59,-6.59,1.1,-10.99
2026-05-11 14:57:34,2026-05-25 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,5.75,-8.56,-4.28,-10.76,8.44,-14.43
2026-05-11 14:57:33,2026-05-21 16:09:50,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,watchlist,open,,,,,,
2026-05-11 14:57:33,2026-05-25 03:30:04,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,0.4,5.24,-4.5,-7.14,8.11,-11.26
2026-05-09 07:33:00,2026-05-23 03:30:07,crypto,fresh_transition_watch,higher_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,0.75,12.73,11.37,25.91,43.8,-3.72
2026-05-09 00:12:03,2026-05-23 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,-2.44,-8.35,-18.16,-11.4,4.81,-23.4
2026-05-09 00:12:03,2026-05-23 03:30:07,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,2.68,16.48,21.17,13.31,37.26,-3.93
2026-05-09 00:12:03,2026-05-23 03:30:07,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,low_priority_watch,closed,1.82,-2.12,-9.39,-1.21,13.03,-13.33
2026-05-09 00:12:02,2026-05-23 03:30:06,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_c,watchlist,closed,2.22,-1.11,-5.56,-2.22,3.33,-10.0
2026-05-09 00:12:02,2026-05-23 03:30:06,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,watchlist,closed,3.76,12.19,-3.11,-1.3,15.05,-7.91
2026-05-09 00:12:01,2026-05-23 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_b,watchlist,closed,2.72,0.61,-0.1,-7.0,8.34,-8.02
2026-05-09 00:12:01,2026-05-23 03:30:06,crypto,young_trend_watch,medium_model_score_band,medium_confidence_band,watch_tier_b,watchlist,closed,-7.46,-8.39,-15.81,-4.14,11.31,-17.03
2026-05-09 00:07:21,2026-05-23 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,watchlist,closed,-3.29,-13.38,-23.06,-23.41,3.16,-28.03
2026-05-09 00:07:20,2026-05-21 16:09:47,crypto,fresh_transition_watch,medium_model_score_band,medium_confidence_band,watch_tier_b,watchlist,open,,,,,,
2026-05-09 00:07:20,2026-05-23 03:30:05,crypto,young_trend_watch,medium_model_score_band,higher_confidence_band,watch_tier_c,watchlist,closed,-11.93,-17.53,-26.22,-31.52,2.36,-33.28
