asset,usdt_symbol,usdt_current_state,usdt_color_age_days,usdt_flip,btc_symbol,btc_current_state,btc_color_age_days,btc_flip,score,score_tier,market_cap_rank,reason,usdt_tradingview_link,btc_tradingview_link
THE,THEUSDT,Gray,10,No,THEBTC,Blue,134,No,0,D Ignore,1222,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=THEUSDT,https://www.tradingview.com/chart/?symbol=THEBTC
THETA,THETAUSDT,Gold,4,No,THETABTC,Gray,8,No,0,D Ignore,188,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=THETAUSDT,https://www.tradingview.com/chart/?symbol=THETABTC
TIA,TIAUSDT,Blue,36,No,TIABTC,Blue,170,No,0,D Ignore,124,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TIAUSDT,https://www.tradingview.com/chart/?symbol=TIABTC
TKO,TKOUSDT,Gold,8,No,TKOBTC,Blue,7,No,0,D Ignore,1794,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TKOUSDT,https://www.tradingview.com/chart/?symbol=TKOBTC
TLM,TLMUSDT,Blue,12,No,TLMBTC,Blue,41,No,0,D Ignore,1199,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TLMUSDT,https://www.tradingview.com/chart/?symbol=TLMBTC
TNSR,TNSRUSDT,Gray,7,No,TNSRBTC,Blue,35,No,0,D Ignore,652,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TNSRUSDT,https://www.tradingview.com/chart/?symbol=TNSRBTC
TOMO,TOMOUSDT,Blue,3,No,TOMOBTC,Blue,13,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TOMOUSDT,https://www.tradingview.com/chart/?symbol=TOMOBTC
TON,TONUSDT,Gray,14,No,TONBTC,Blue,7,No,0,D Ignore,830,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TONUSDT,https://www.tradingview.com/chart/?symbol=TONBTC
TORN,TORNUSDT,Blue,133,No,TORNBTC,Blue,18,No,0,D Ignore,623,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TORNUSDT,https://www.tradingview.com/chart/?symbol=TORNBTC
TOWNS,TOWNSUSDT,Gray,20,No,,,,No,0,D Ignore,1543,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TOWNSUSDT,
TQQQB,TQQQBUSDT,Unknown,,No,,,,No,0,D Ignore,,Not enough candles: 41 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:TQQQBUSDT,
TRB,TRBUSDT,Gold,6,No,TRBBTC,Blue,58,No,0,D Ignore,459,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TRBUSDT,https://www.tradingview.com/chart/?symbol=TRBBTC
TREE,TREEUSDT,Blue,103,No,,,,No,0,D Ignore,941,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TREEUSDT,
TRIBE,TRIBEUSDT,Blue,2,No,TRIBEBTC,Blue,162,No,0,D Ignore,1000,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TRIBEUSDT,https://www.tradingview.com/chart/?symbol=TRIBEBTC
TROY,TROYUSDT,Blue,87,No,TROYBTC,Blue,71,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TROYUSDT,https://www.tradingview.com/chart/?symbol=TROYBTC
TRU,TRUUSDT,Blue,6,No,TRUBTC,Blue,3,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TRUUSDT,https://www.tradingview.com/chart/?symbol=TRUBTC
TRUMP,TRUMPUSDT,Gold,4,No,,,,No,0,D Ignore,90,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=TRUMPUSDT,
TRX,TRXUSDT,Gold,19,No,TRXBTC,Blue,7,No,0,D Ignore,8,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=TRXUSDT,https://www.tradingview.com/chart/?symbol=TRXBTC
TSLAB,TSLABUSDT,Unknown,,No,,,,No,0,D Ignore,938,Not enough candles: 82 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:TSLABUSDT,
TSMB,TSMBUSDT,Unknown,,No,,,,No,0,D Ignore,1779,Not enough candles: 48 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:TSMBUSDT,
TST,TSTUSDT,Gold,20,No,,,,No,0,D Ignore,942,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TSTUSDT,
TURBO,TURBOUSDT,Gold,2,No,,,,No,0,D Ignore,370,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TURBOUSDT,
TURTLE,TURTLEUSDT,Gold,23,No,,,,No,0,D Ignore,1453,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TURTLEUSDT,
TUT,TUTUSDT,Gold,50,No,,,,No,0,D Ignore,648,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=TUTUSDT,
TVK,TVKUSDT,Gold,21,No,TVKBTC,Gold,16,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TVKUSDT,https://www.tradingview.com/chart/?symbol=TVKBTC
TWT,TWTUSDT,Gold,8,No,TWTBTC,Blue,31,No,0,D Ignore,171,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=TWTUSDT,https://www.tradingview.com/chart/?symbol=TWTBTC
U,UUSDT,Blue,24,No,,,,No,0,D Ignore,63,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=UUSDT,
UFT,UFTUSDT,Blue,78,No,,,,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=UFTUSDT,
UMA,UMAUSDT,Blue,89,No,UMABTC,Blue,76,No,0,D Ignore,599,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=UMAUSDT,https://www.tradingview.com/chart/?symbol=UMABTC
UNFI,UNFIUSDT,Blue,10,No,UNFIBTC,Blue,12,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=UNFIUSDT,https://www.tradingview.com/chart/?symbol=UNFIBTC
UNI,UNIUSDT,Gold,48,No,UNIBTC,Gold,4,No,0,D Ignore,29,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition, high volume",https://www.tradingview.com/chart/?symbol=UNIUSDT,https://www.tradingview.com/chart/?symbol=UNIBTC
USARB,USARBUSDT,Unknown,,No,,,,No,0,D Ignore,,Not enough candles: 27 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:USARBUSDT,
USDE,USDEUSDT,Blue,12,No,,,,No,0,D Ignore,24,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=USDEUSDT,
USDS,USDSUSDT,Blue,5,No,,,,No,0,D Ignore,13,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=USDSUSDT,
USDSB,USDSBUSDT,Unknown,,No,,,,No,0,D Ignore,,Not enough candles: 96 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:USDSBUSDT,
USDSOLD,USDSOLDUSDT,Gold,36,No,,,,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=USDSOLDUSDT,
UST,USTUSDT,Blue,46,No,USTBTC,Gold,17,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=USTUSDT,https://www.tradingview.com/chart/?symbol=USTBTC
UTK,UTKUSDT,Blue,170,No,UTKBTC,Blue,56,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=UTKUSDT,https://www.tradingview.com/chart/?symbol=UTKBTC
VANA,VANAUSDT,Blue,88,No,,,,No,0,D Ignore,675,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=VANAUSDT,
VANRY,VANRYUSDT,Blue,15,No,VANRYBTC,Blue,108,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VANRYUSDT,https://www.tradingview.com/chart/?symbol=VANRYBTC
VELODROME,VELODROMEUSDT,Gold,7,No,,,,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VELODROMEUSDT,
VEN,VENUSDT,Unknown,,No,VENBTC,Blue,29,No,0,D Ignore,,Not enough candles: 33 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:VENUSDT,https://www.tradingview.com/chart/?symbol=VENBTC
VET,VETUSDT,Gold,3,No,VETBTC,Blue,170,No,0,D Ignore,91,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=VETUSDT,https://www.tradingview.com/chart/?symbol=VETBTC
VGX,VGXUSDT,Blue,73,No,VGXBTC,Blue,28,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VGXUSDT,https://www.tradingview.com/chart/?symbol=VGXBTC
VIB,VIBUSDT,Blue,96,No,VIBBTC,Blue,52,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VIBUSDT,https://www.tradingview.com/chart/?symbol=VIBBTC
VIC,VICUSDT,Blue,70,No,VICBTC,Blue,154,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VICUSDT,https://www.tradingview.com/chart/?symbol=VICBTC
VIDT,VIDTUSDT,Blue,2,No,VIDTBTC,Blue,0,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VIDTUSDT,https://www.tradingview.com/chart/?symbol=VIDTBTC
VIRTUAL,VIRTUALUSDT,Gold,6,No,,,,No,0,D Ignore,114,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VIRTUALUSDT,
VITE,VITEUSDT,Blue,55,No,VITEBTC,Blue,115,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VITEUSDT,https://www.tradingview.com/chart/?symbol=VITEBTC
VOXEL,VOXELUSDT,Blue,77,No,VOXELBTC,Blue,103,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=VOXELUSDT,https://www.tradingview.com/chart/?symbol=VOXELBTC
VTHO,VTHOUSDT,Gray,2,No,,,,No,0,D Ignore,508,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=VTHOUSDT,
W,WUSDT,Blue,170,No,WBTC,Blue,43,No,0,D Ignore,387,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WUSDT,https://www.tradingview.com/chart/?symbol=WBTC
WAL,WALUSDT,Blue,103,No,,,,No,0,D Ignore,391,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WALUSDT,
WAN,WANUSDT,Blue,23,No,WANBTC,Blue,7,No,0,D Ignore,1128,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WANUSDT,https://www.tradingview.com/chart/?symbol=WANBTC
WAVES,WAVESUSDT,Blue,54,No,WAVESBTC,Blue,71,No,0,D Ignore,776,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WAVESUSDT,https://www.tradingview.com/chart/?symbol=WAVESBTC
WAXP,WAXPUSDT,Gray,1,No,WAXPBTC,Blue,170,No,0,D Ignore,812,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, fresh signal, clean transition",https://www.tradingview.com/chart/?symbol=WAXPUSDT,https://www.tradingview.com/chart/?symbol=WAXPBTC
WBETH,WBETHUSDT,Gold,12,No,,,,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=WBETHUSDT,
WCT,WCTUSDT,Blue,91,No,,,,No,0,D Ignore,890,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WCTUSDT,
WDCB,WDCBUSDT,Unknown,,No,,,,No,0,D Ignore,,Not enough candles: 56 — not eligible for AI research,https://www.tradingview.com/chart/?symbol=BINANCE:WDCBUSDT,
WIF,WIFUSDT,Gold,4,No,WIFBTC,Blue,170,No,0,D Ignore,170,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=WIFUSDT,https://www.tradingview.com/chart/?symbol=WIFBTC
WIN,WINUSDT,Gold,56,No,WINBTC,Unknown,,No,0,D Ignore,635,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WINUSDT,https://www.tradingview.com/chart/?symbol=BINANCE:WINBTC
WING,WINGUSDT,Blue,104,No,WINGBTC,Blue,53,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=WINGUSDT,https://www.tradingview.com/chart/?symbol=WINGBTC
WLD,WLDUSDT,Gray,3,No,WLDBTC,Blue,31,No,0,D Ignore,62,"Latest two closed candles are not same Gold/Blue color — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=WLDUSDT,https://www.tradingview.com/chart/?symbol=WLDBTC
WLFI,WLFIUSDT,Gray,10,No,,,,No,0,D Ignore,48,"Latest two closed candles are not same Gold/Blue color — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=WLFIUSDT,
WNXM,WNXMUSDT,Gold,27,No,WNXMBTC,Blue,53,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=WNXMUSDT,https://www.tradingview.com/chart/?symbol=WNXMBTC
WOO,WOOUSDT,Blue,96,No,WOOBTC,Blue,119,No,0,D Ignore,784,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=WOOUSDT,https://www.tradingview.com/chart/?symbol=WOOBTC
WRX,WRXUSDT,Gray,1,No,WRXBTC,Blue,152,No,0,D Ignore,1358,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, fresh signal, clean transition",https://www.tradingview.com/chart/?symbol=WRXUSDT,https://www.tradingview.com/chart/?symbol=WRXBTC
WTC,WTCUSDT,Blue,9,No,WTCBTC,Blue,58,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=WTCUSDT,https://www.tradingview.com/chart/?symbol=WTCBTC
XAI,XAIUSDT,Gray,6,No,XAIBTC,Blue,76,No,0,D Ignore,934,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=XAIUSDT,https://www.tradingview.com/chart/?symbol=XAIBTC
XEC,XECUSDT,Gold,40,No,,,,No,0,D Ignore,210,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=XECUSDT,
XEM,XEMUSDT,Blue,58,No,XEMBTC,Blue,47,No,0,D Ignore,1632,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=XEMUSDT,https://www.tradingview.com/chart/?symbol=XEMBTC
XLM,XLMUSDT,Blue,0,No,XLMBTC,Blue,42,No,0,D Ignore,19,"Latest two closed candles are not same Gold/Blue color — large-cap stability, top market cap, fresh signal, clean transition",https://www.tradingview.com/chart/?symbol=XLMUSDT,https://www.tradingview.com/chart/?symbol=XLMBTC
XMR,XMRUSDT,Blue,41,No,XMRBTC,Blue,122,No,0,D Ignore,14,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition",https://www.tradingview.com/chart/?symbol=XMRUSDT,https://www.tradingview.com/chart/?symbol=XMRBTC
XNO,XNOUSDT,Gold,4,No,XNOBTC,Gray,3,No,0,D Ignore,432,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=XNOUSDT,https://www.tradingview.com/chart/?symbol=XNOBTC
XPL,XPLUSDT,Gray,6,No,,,,No,0,D Ignore,147,Latest two closed candles are not same Gold/Blue color — clean transition,https://www.tradingview.com/chart/?symbol=XPLUSDT,
XRP,XRPUSDT,Gold,6,No,XRPBTC,Gray,7,No,0,D Ignore,5,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition, high volume",https://www.tradingview.com/chart/?symbol=XRPUSDT,https://www.tradingview.com/chart/?symbol=XRPBTC
XTZ,XTZUSDT,Blue,104,No,XTZBTC,Blue,170,No,0,D Ignore,153,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=XTZUSDT,https://www.tradingview.com/chart/?symbol=XTZBTC
XVG,XVGUSDT,Gray,7,No,XVGBTC,Blue,52,No,0,D Ignore,523,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=XVGUSDT,https://www.tradingview.com/chart/?symbol=XVGBTC
XVS,XVSUSDT,Gold,41,No,XVSBTC,Blue,93,No,0,D Ignore,426,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=XVSUSDT,https://www.tradingview.com/chart/?symbol=XVSBTC
XZC,XZCUSDT,Gold,7,No,XZCBTC,Blue,151,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=XZCUSDT,https://www.tradingview.com/chart/?symbol=XZCBTC
YB,YBUSDT,Gray,10,No,,,,No,0,D Ignore,731,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=YBUSDT,
YFI,YFIUSDT,Gold,4,No,YFIBTC,Blue,50,No,0,D Ignore,307,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=YFIUSDT,https://www.tradingview.com/chart/?symbol=YFIBTC
YFII,YFIIUSDT,Blue,170,No,YFIIBTC,Gray,10,No,0,D Ignore,,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=YFIIUSDT,https://www.tradingview.com/chart/?symbol=YFIIBTC
YGG,YGGUSDT,Gray,3,No,YGGBTC,Blue,123,No,0,D Ignore,798,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=YGGUSDT,https://www.tradingview.com/chart/?symbol=YGGBTC
ZAMA,ZAMAUSDT,Gold,164,No,,,,No,0,D Ignore,242,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=ZAMAUSDT,
ZBT,ZBTUSDT,Blue,21,No,,,,No,0,D Ignore,698,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=ZBTUSDT,
ZEC,ZECUSDT,Gold,50,No,ZECBTC,Gold,145,No,0,D Ignore,10,"Two-color confirmation did not come immediately after Gray — large-cap stability, top market cap, clean transition, high volume",https://www.tradingview.com/chart/?symbol=ZECUSDT,https://www.tradingview.com/chart/?symbol=ZECBTC
ZIL,ZILUSDT,Blue,101,No,ZILBTC,Blue,170,No,0,D Ignore,435,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=ZILUSDT,https://www.tradingview.com/chart/?symbol=ZILBTC
ZK,ZKUSDT,Blue,105,No,ZKBTC,Blue,72,No,0,D Ignore,275,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=ZKUSDT,https://www.tradingview.com/chart/?symbol=ZKBTC
ZKC,ZKCUSDT,Gray,0,No,,,,No,0,D Ignore,869,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, fresh signal, clean transition",https://www.tradingview.com/chart/?symbol=ZKCUSDT,
ZKP,ZKPUSDT,Blue,105,No,,,,No,0,D Ignore,1142,"Two-color confirmation did not come immediately after Gray — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=ZKPUSDT,
ZRO,ZROUSDT,Gray,8,No,ZROBTC,Gold,24,No,0,D Ignore,117,Latest two closed candles are not same Gold/Blue color — clean transition,https://www.tradingview.com/chart/?symbol=ZROUSDT,https://www.tradingview.com/chart/?symbol=ZROBTC
ZRX,ZRXUSDT,Gray,7,No,ZRXBTC,Blue,73,No,0,D Ignore,310,"Latest two closed candles are not same Gold/Blue color — small-cap potential, small-cap high risk, clean transition",https://www.tradingview.com/chart/?symbol=ZRXUSDT,https://www.tradingview.com/chart/?symbol=ZRXBTC
币安人生,币安人生USDT,Blue,16,No,,,,No,0,D Ignore,105,Two-color confirmation did not come immediately after Gray — clean transition,https://www.tradingview.com/chart/?symbol=币安人生USDT,
